Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-01 09:30:00-04:00,170.0,170.27000427246094,169.11000061035156,169.11090087890625,169.11090087890625,2334916
2024-05-01 09:35:00-04:00,169.11000061035156,169.83999633789062,169.11000061035156,169.6750030517578,169.6750030517578,618720
2024-05-01 09:40:00-04:00,169.6699981689453,170.36000061035156,169.56500244140625,170.25,170.25,656942
2024-05-01 09:45:00-04:00,170.27999877929688,170.560302734375,170.17999267578125,170.54989624023438,170.54989624023438,605474
2024-05-01 09:50:00-04:00,170.5399932861328,170.63870239257812,170.27499389648438,170.5449981689453,170.5449981689453,497845
2024-05-01 09:55:00-04:00,170.54010009765625,170.55999755859375,170.25,170.32000732421875,170.32000732421875,398808
2024-05-01 10:00:00-04:00,170.32000732421875,170.92999267578125,170.1699981689453,170.44000244140625,170.44000244140625,780166
2024-05-01 10:05:00-04:00,170.4499053955078,170.6999053955078,170.3699951171875,170.55760192871094,170.55760192871094,365332
2024-05-01 10:10:00-04:00,170.55999755859375,170.91000366210938,170.5050048828125,170.76499938964844,170.76499938964844,414779
2024-05-01 10:15:00-04:00,170.76499938964844,171.0561981201172,170.52000427246094,170.66000366210938,170.66000366210938,713360
2024-05-01 10:20:00-04:00,170.63999938964844,171.02499389648438,170.5800018310547,170.88999938964844,170.88999938964844,444278
2024-05-01 10:25:00-04:00,170.88099670410156,171.07000732421875,170.77000427246094,170.81500244140625,170.81500244140625,463477
2024-05-01 10:30:00-04:00,170.78500366210938,170.89999389648438,170.69000244140625,170.74000549316406,170.74000549316406,446653
2024-05-01 10:35:00-04:00,170.7100067138672,170.91900634765625,170.64999389648438,170.81500244140625,170.81500244140625,383867
2024-05-01 10:40:00-04:00,170.8000030517578,170.97999572753906,170.66000366210938,170.9501953125,170.9501953125,328512
2024-05-01 10:45:00-04:00,170.9499969482422,171.23989868164062,170.94000244140625,171.10079956054688,171.10079956054688,403996
2024-05-01 10:50:00-04:00,171.10000610351562,171.35000610351562,171.05999755859375,171.1501007080078,171.1501007080078,397246
2024-05-01 10:55:00-04:00,171.15499877929688,171.1699981689453,171.05999755859375,171.10499572753906,171.10499572753906,353260
2024-05-01 11:00:00-04:00,171.10000610351562,171.22000122070312,170.97000122070312,171.22000122070312,171.22000122070312,361972
2024-05-01 11:05:00-04:00,171.220703125,171.36000061035156,170.85000610351562,170.86500549316406,170.86500549316406,320718
2024-05-01 11:10:00-04:00,170.8699951171875,170.97000122070312,170.80999755859375,170.97000122070312,170.97000122070312,257352
2024-05-01 11:15:00-04:00,170.8404998779297,170.86500549316406,170.6999969482422,170.75999450683594,170.75999450683594,354106
2024-05-01 11:20:00-04:00,170.74000549316406,170.92999267578125,170.64500427246094,170.91000366210938,170.91000366210938,326021
2024-05-01 11:25:00-04:00,170.92999267578125,171.1699981689453,170.85989379882812,171.1699981689453,171.1699981689453,338664
2024-05-01 11:30:00-04:00,171.1699981689453,171.2899932861328,171.10000610351562,171.25,171.25,458354
2024-05-01 11:35:00-04:00,171.25999450683594,171.32000732421875,171.1999969482422,171.24249267578125,171.24249267578125,302362
2024-05-01 11:40:00-04:00,171.25,171.49000549316406,171.17999267578125,171.48660278320312,171.48660278320312,364338
2024-05-01 11:45:00-04:00,171.48500061035156,171.52000427246094,171.3350067138672,171.35000610351562,171.35000610351562,386574
2024-05-01 11:50:00-04:00,171.35800170898438,171.52000427246094,171.2899932861328,171.5,171.5,342838
2024-05-01 11:55:00-04:00,171.5,171.60000610351562,171.41000366210938,171.50999450683594,171.50999450683594,472577
2024-05-01 12:00:00-04:00,171.52000427246094,171.52000427246094,171.39500427246094,171.47500610351562,171.47500610351562,364696
2024-05-01 12:05:00-04:00,171.4720001220703,171.50999450683594,171.44000244140625,171.4499969482422,171.4499969482422,261164
