Pair;Timeframe;NetProfit;PercentProfitable;ProfitFactor;NumOfTrades;DrawDown;SharpeRatio;SortinoRatio;FieldNumber;Value;FieldNumber;Value;FieldNumber;Value;
BTCUSDT;1m;46.14;48.99;2.357;1890;0.54;1.753;;1;0.182;2;0.02;3;0.2;
